GO	X210222Fox_D21.2140	X210222Fox_D21.2141	X210222Fox_D21.2142	X210222Fox_D21.2143	X210222Fox_D21.2144	X210222Fox_D21.2145	X210222Fox_D21.2146	X210222Fox_D21.2147	X210713Fox_D21.6682	X210713Fox_D21.6683	X210713Fox_D21.6684	X210713Fox_D21.6685	X210713Fox_D21.6686	X210713Fox_D21.6687	X210713Fox_D21.6688	X210713Fox_D21.6689	X210713Fox_D21.6690	X210713Fox_D21.6691	X210713Fox_D21.6692	X210713Fox_D21.6693
pyruvate, water dikinase activity (GO:0008986)	0	0	0	0	0	0	1	0	0	0	3	2	2	0	3	3	5	3	1	3
quinolinate synthetase A activity (GO:0008987)	0	0	0	0	0	0	0	3	0	0	7	0	10	0	5	7	7	7	4	7
ribonucleoside-triphosphate reductase activity (GO:0008998)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
serine O-acetyltransferase activity (GO:0009001)	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	2	2	0	2
serine-type D-Ala-D-Ala carboxypeptidase activity (GO:0009002)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1
site-specific DNA-methyltransferase (adenine-specific) activity (GO:0009007)	0	1	0	0	0	0	7	0	0	0	34	2	8	0	5	9	7	24	1	22
succinyl-diaminopimelate desuccinylase activity (GO:0009014)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	2	0	2	0	2
tetraacyldisaccharide 4'-kinase activity (GO:0009029)	0	0	0	0	0	0	1	0	0	0	5	1	2	0	3	4	3	4	0	6
thiamine-phosphate kinase activity (GO:0009030)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
type I site-specific deoxyribonuclease activity (GO:0009035)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	0	2	0	2
type II site-specific deoxyribonuclease activity (GO:0009036)	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	5	2	4
urease activity (GO:0009039)	0	0	8	0	0	0	4	4	0	0	9	6	9	0	6	9	9	9	1	9
uridylate kinase activity (GO:0009041)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
xylose isomerase activity (GO:0009045)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
electron transfer activity (GO:0009055)	0	10	7	2	0	0	11	11	0	0	49	10	47	0	38	49	36	52	12	54
biosynthetic process (GO:0009058)	3	14	17	0	0	0	18	24	0	0	68	13	63	2	65	76	64	72	13	66
aerobic respiration (GO:0009060)	0	7	2	2	0	0	4	2	0	0	2	2	2	0	2	2	2	2	0	2
aromatic amino acid family metabolic process (GO:0009072)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aromatic amino acid family biosynthetic process (GO:0009073)	0	0	2	0	0	0	7	2	0	0	13	2	13	0	13	16	12	19	4	19
branched-chain amino acid metabolic process (GO:0009081)	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	0	1
branched-chain amino acid biosynthetic process (GO:0009082)	0	1	1	0	0	0	0	1	0	0	7	0	4	0	7	7	5	7	0	7
methionine biosynthetic process (GO:0009086)	0	4	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	2
threonine biosynthetic process (GO:0009088)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	2
lysine biosynthetic process via diaminopimelate (GO:0009089)	0	0	1	0	0	0	0	1	0	0	29	2	21	0	14	22	23	30	2	30
L-phenylalanine biosynthetic process (GO:0009094)	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isoleucine biosynthetic process (GO:0009097)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	2
leucine biosynthetic process (GO:0009098)	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
biotin biosynthetic process (GO:0009102)	0	0	1	0	0	0	0	0	0	0	6	0	5	0	4	5	4	7	1	7
lipopolysaccharide biosynthetic process (GO:0009103)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1
purine nucleobase biosynthetic process (GO:0009113)	0	0	0	4	0	0	0	0	0	0	7	2	7	0	4	7	4	7	2	7
nucleoside metabolic process (GO:0009116)	4	0	3	2	0	0	5	4	0	0	18	4	16	0	13	20	15	19	8	18
nucleotide metabolic process (GO:0009117)	0	0	2	0	0	0	0	1	0	0	5	1	5	0	2	3	5	5	0	5
nucleoside triphosphate catabolic process (GO:0009143)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
purine ribonucleotide biosynthetic process (GO:0009152)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
ribonucleoside monophosphate biosynthetic process (GO:0009156)	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	1
nucleoside catabolic process (GO:0009164)	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1
nucleotide biosynthetic process (GO:0009165)	0	0	0	0	0	0	0	2	0	0	3	3	4	0	4	3	0	3	2	3
nucleotide catabolic process (GO:0009166)	0	0	0	0	0	0	3	4	0	0	9	4	11	0	7	9	9	10	10	10
cyclic nucleotide biosynthetic process (GO:0009190)	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
nucleotide-sugar biosynthetic process (GO:0009226)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	2	0	2
thiamine biosynthetic process (GO:0009228)	0	2	0	0	0	0	4	0	0	0	15	0	16	0	13	17	14	18	9	16
thiamine diphosphate biosynthetic process (GO:0009229)	0	0	0	0	0	0	0	0	0	0	4	0	6	0	4	5	4	4	0	5
riboflavin biosynthetic process (GO:0009231)	0	0	0	1	0	0	5	0	0	2	21	0	15	0	14	17	15	23	6	22
menaquinone biosynthetic process (GO:0009234)	0	1	0	0	0	0	1	1	0	0	4	0	5	0	2	6	2	8	1	7
cobalamin biosynthetic process (GO:0009236)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
lipopolysaccharide core region biosynthetic process (GO:0009244)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
lipid A biosynthetic process (GO:0009245)	0	0	2	2	0	0	2	4	0	0	21	1	16	0	17	21	13	20	1	23
protein lipoylation (GO:0009249)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
peptidoglycan biosynthetic process (GO:0009252)	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	3	0	3	0	3
peptidoglycan catabolic process (GO:0009253)	0	0	0	0	0	0	2	0	0	0	5	0	3	0	2	5	2	3	0	3
Entner-Doudoroff pathway through 6-phosphogluconate (GO:0009255)	0	1	1	0	0	0	2	1	0	0	2	0	3	0	2	2	3	3	3	2
deoxyribonucleotide biosynthetic process (GO:0009263)	0	2	0	0	0	0	6	0	0	0	4	2	6	0	6	4	4	4	0	4
cellular response to starvation (GO:0009267)	0	0	0	0	0	0	3	0	0	0	1	1	1	0	2	1	1	1	1	1
cell outer membrane (GO:0009279)	0	0	0	0	0	0	1	0	0	0	18	1	17	0	4	16	12	20	5	20
bacterial-type flagellum (GO:0009288)	0	7	1	0	0	0	0	4	0	0	19	2	18	0	15	23	19	22	6	22
DNA mediated transformation (GO:0009294)	0	2	2	0	0	0	0	0	0	0	3	2	3	0	3	4	2	3	0	3
protein secretion (GO:0009306)	0	3	0	0	0	0	12	9	0	0	50	0	50	0	32	47	40	50	15	48
DNA restriction-modification system (GO:0009307)	0	0	0	0	0	0	0	0	0	0	6	0	3	0	3	6	3	11	3	9
oligosaccharide metabolic process (GO:0009311)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acetyl-CoA carboxylase complex (GO:0009317)	0	0	0	0	0	0	7	4	0	0	19	3	18	0	12	21	17	21	6	21
exodeoxyribonuclease VII complex (GO:0009318)	0	0	1	0	0	0	0	0	4	0	8	1	7	0	3	8	3	7	5	7
nitrate reductase complex (GO:0009325)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
glycerol-3-phosphate dehydrogenase complex (GO:0009331)	0	0	1	0	0	0	0	0	0	0	8	0	6	0	6	9	5	9	0	9
glycolate oxidase complex (GO:0009339)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1
riboflavin synthase complex (GO:0009349)	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	3	3	3	3	3
polyphosphate kinase complex (GO:0009358)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	4	1	4	0	4
DNA polymerase III complex (GO:0009360)	2	0	0	0	0	0	0	3	0	0	7	1	5	0	4	8	7	9	0	9
quorum sensing (GO:0009372)	0	0	0	0	0	0	0	5	0	0	10	0	10	0	4	10	6	10	0	10
ferredoxin hydrogenase complex (GO:0009375)	0	0	0	0	0	0	0	0	0	0	4	0	1	0	5	3	4	3	0	3
HslUV protease complex (GO:0009376)	0	4	0	0	0	0	0	2	0	0	5	0	5	0	4	5	5	6	1	6
four-way junction helicase activity (GO:0009378)	2	0	2	0	0	0	3	3	0	0	10	4	9	0	9	9	9	9	6	10
Holliday junction helicase complex (GO:0009379)	0	0	2	0	0	0	0	0	0	0	3	0	2	0	2	2	2	2	0	2
excinuclease repair complex (GO:0009380)	1	0	0	0	0	0	0	2	0	0	4	0	3	0	4	4	4	7	2	7
excinuclease ABC activity (GO:0009381)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	0	2
folic acid-containing compound biosynthetic process (GO:0009396)	0	3	1	0	0	0	3	0	0	0	11	2	8	0	7	14	9	11	4	11
phosphoenolpyruvate-dependent sugar phosphotransferase system (GO:0009401)	0	0	4	0	0	0	4	4	0	0	0	3	0	3	2	11	0	0	0	1
toxin biosynthetic process (GO:0009403)	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1
response to heat (GO:0009408)	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	2	0	2
bacterial-type flagellum filament cap (GO:0009421)	0	0	1	0	0	0	0	0	0	0	2	2	1	0	2	1	1	2	1	1
bacterial-type flagellum hook (GO:0009424)	0	0	0	0	0	0	0	1	0	0	3	1	7	0	9	7	6	7	1	7
bacterial-type flagellum basal body (GO:0009425)	0	3	0	0	0	0	0	0	0	0	17	8	17	0	11	18	19	18	4	18
bacterial-type flagellum basal body, distal rod (GO:0009426)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1
bacterial-type flagellum basal body, distal rod, L ring (GO:0009427)	0	0	0	0	0	0	0	1	0	0	7	0	2	0	5	6	7	7	0	7
bacterial-type flagellum basal body, distal rod, P ring (GO:0009428)	0	0	0	0	0	0	0	0	0	0	12	1	12	0	4	12	12	12	0	12
bacterial-type flagellum basal body, MS ring (GO:0009431)	0	0	0	0	0	0	0	4	0	0	8	0	6	0	6	8	7	8	7	8
NAD biosynthetic process (GO:0009435)	0	0	1	0	0	0	0	6	0	0	18	7	20	1	17	17	16	18	4	18
putrescine biosynthetic process (GO:0009446)	0	0	0	0	0	0	0	0	0	0	2	2	4	0	3	2	3	2	2	2
RNA modification (GO:0009451)	0	0	1	0	0	0	2	1	0	2	30	7	31	0	28	32	19	33	11	31
cytochrome bo3 ubiquinol oxidase activity (GO:0009486)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pyrophosphate hydrolysis-driven proton transmembrane transporter activity (GO:0009678)	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
pseudouridine synthase activity (GO:0009982)	0	0	1	0	0	0	3	2	0	2	31	7	32	0	29	33	20	34	13	32
response to organic substance (GO:0010033)	0	0	0	0	0	0	0	1	0	0	2	0	3	0	1	1	1	2	1	2
response to nickel cation (GO:0010045)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1
proline catabolic process to glutamate (GO:0010133)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1
farnesyl diphosphate biosynthetic process, mevalonate pathway (GO:0010142)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMN binding (GO:0010181)	0	0	2	0	0	0	1	3	0	0	5	0	8	0	4	5	3	6	7	6
proteasomal protein catabolic process (GO:0010498)	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
protein transport (GO:0015031)	0	0	0	0	0	0	7	7	0	0	15	0	15	0	13	13	11	14	8	16
protein-disulfide reductase activity (GO:0015035)	0	0	0	0	0	2	1	2	0	0	3	0	1	0	3	3	3	3	0	3
disulfide oxidoreductase activity (GO:0015036)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DNA integration (GO:0015074)	1	14	0	0	2	3	22	3	0	0	9	0	15	2	5	11	3	15	11	12
proton transmembrane transporter activity (GO:0015078)	2	5	19	0	0	2	4	1	0	2	11	2	4	2	15	14	9	16	0	16
potassium ion transmembrane transporter activity (GO:0015079)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobalt ion transmembrane transporter activity (GO:0015087)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
ferrous iron transmembrane transporter activity (GO:0015093)	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	2	2	2	0	2
magnesium ion transmembrane transporter activity (GO:0015095)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1
molybdate ion transmembrane transporter activity (GO:0015098)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
nickel cation transmembrane transporter activity (GO:0015099)	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	2	1	2	2	1
inorganic anion transmembrane transporter activity (GO:0015103)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chromate transmembrane transporter activity (GO:0015109)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrate transmembrane transporter activity (GO:0015112)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sulfate transmembrane transporter activity (GO:0015116)	0	0	0	0	0	0	1	1	0	0	2	0	2	2	1	2	1	2	0	2
gluconate transmembrane transporter activity (GO:0015128)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
lactate transmembrane transporter activity (GO:0015129)	0	0	0	0	0	0	4	2	0	0	6	2	9	0	9	8	7	6	7	6
pyrimidine nucleotide-sugar transmembrane transporter activity (GO:0015165)	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amino acid transmembrane transporter activity (GO:0015171)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1
nucleobase transmembrane transporter activity (GO:0015205)	0	1	1	0	0	0	1	0	0	0	2	0	1	0	2	3	1	1	1	1
heme transmembrane transporter activity (GO:0015232)	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
symporter activity (GO:0015293)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
antiporter activity (GO:0015297)	0	0	0	1	0	0	0	2	0	0	5	3	6	0	3	7	6	8	0	7
solute:proton antiporter activity (GO:0015299)	0	0	1	0	0	0	1	2	0	0	3	1	3	0	2	2	3	2	0	2
siderophore transmembrane transporter activity (GO:0015343)	0	0	0	0	0	0	3	0	0	0	4	0	4	0	3	4	3	4	3	4
ABC-type amino acid transporter activity (GO:0015424)	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1
P-P-bond-hydrolysis-driven protein transmembrane transporter activity (GO:0015450)	0	0	0	0	0	0	6	0	0	0	10	1	9	0	9	10	9	10	6	10
glutamate:sodium symporter activity (GO:0015501)	0	0	0	0	0	0	6	2	0	0	3	0	5	0	4	3	4	4	3	9
C4-dicarboxylate transmembrane transporter activity (GO:0015556)	0	0	0	0	0	0	0	0	0	0	3	0	4	0	5	4	5	4	2	6
efflux transmembrane transporter activity (GO:0015562)	0	1	0	0	1	0	0	1	0	0	8	1	8	0	5	8	6	7	1	7
alanine:sodium symporter activity (GO:0015655)	0	0	0	0	0	0	0	4	0	0	9	0	13	0	5	14	9	9	6	9
branched-chain amino acid transmembrane transporter activity (GO:0015658)	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
site-specific DNA-methyltransferase (cytosine-N4-specific) activity (GO:0015667)	0	0	0	0	0	0	2	1	0	0	1	0	1	0	2	2	2	2	1	3
molybdate ion transport (GO:0015689)	0	0	0	0	0	0	1	0	0	0	2	1	2	0	2	4	3	4	1	4
magnesium ion transport (GO:0015693)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1
ammonium transport (GO:0015696)	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
chromate transport (GO:0015703)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
organic anion transport (GO:0015711)	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
lactate transport (GO:0015727)	0	0	0	0	0	0	4	2	0	0	6	2	9	0	9	8	7	6	7	6
C4-dicarboxylate transport (GO:0015740)	0	0	0	0	0	0	0	0	0	0	3	0	4	0	5	4	5	4	2	6
galactose transmembrane transport (GO:0015757)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1
L-glutamate transmembrane transport (GO:0015813)	0	0	0	0	0	0	6	2	0	0	3	0	5	0	4	3	4	4	3	9
methionine transport (GO:0015821)	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	2	1	0	1
proline transport (GO:0015824)	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	2	0	2
peptide transport (GO:0015833)	0	0	0	0	0	0	2	0	0	0	4	1	4	0	5	1	3	4	2	4
nucleoside transport (GO:0015858)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
heme transport (GO:0015886)	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
siderophore transport (GO:0015891)	0	0	0	0	0	0	3	0	0	0	4	0	4	0	3	4	3	4	3	4
lipopolysaccharide transport (GO:0015920)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	2	0	2
glutamate synthase activity (GO:0015930)	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
large ribosomal subunit (GO:0015934)	0	1	0	0	0	0	2	0	0	0	16	3	16	3	10	18	8	16	5	15
small ribosomal subunit (GO:0015935)	0	3	0	0	0	0	1	0	0	0	14	6	13	1	5	9	13	16	1	14
coenzyme A biosynthetic process (GO:0015937)	0	0	0	0	0	0	0	0	0	0	14	0	14	0	17	18	13	19	2	15
pantothenate biosynthetic process (GO:0015940)	0	3	0	4	0	0	0	0	0	0	10	5	11	0	11	12	10	11	0	11
pantothenate catabolic process (GO:0015941)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	2	0	2
guanosine tetraphosphate metabolic process (GO:0015969)	0	0	0	3	0	0	0	3	0	0	4	0	3	0	3	3	3	4	2	4
carbon utilization (GO:0015976)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1
carbon fixation (GO:0015977)	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
ATP synthesis coupled proton transport (GO:0015986)	0	5	14	0	0	0	6	4	0	0	36	1	21	0	28	38	30	39	0	39
electron transport coupled proton transport (GO:0015990)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
membrane (GO:0016020)	72	89	127	65	62	54	129	145	23	14	302	156	328	45	269	350	287	356	116	350
integral component of membrane (GO:0016021)	5	48	42	12	4	2	63	35	4	0	161	48	150	14	133	186	136	166	47	179
carbohydrate biosynthetic process (GO:0016051)	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	1	2	1	0	1
rRNA catabolic process (GO:0016075)	0	0	0	0	0	0	0	0	0	0	3	0	3	0	1	0	0	3	0	3
triterpenoid biosynthetic process (GO:0016104)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
terpenoid biosynthetic process (GO:0016114)	0	0	0	0	0	0	0	3	0	0	20	2	21	0	8	23	15	20	6	20
translation release factor activity, codon specific (GO:0016149)	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	2	2	4	1	4
nickel cation binding (GO:0016151)	0	0	17	0	0	0	6	4	0	0	40	16	34	0	34	38	32	39	6	40
urocanate hydratase activity (GO:0016153)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
vesicle-mediated transport (GO:0016192)	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMP binding (GO:0016208)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0
antioxidant activity (GO:0016209)	0	0	0	0	0	0	0	1	1	0	4	1	5	0	2	3	2	3	1	4
iron-sulfur cluster assembly (GO:0016226)	0	0	1	0	0	0	3	0	0	0	7	2	10	0	6	10	6	7	4	7
kinase activity (GO:0016301)	0	0	3	0	0	2	5	4	0	0	16	12	17	0	14	17	19	18	3	18
phosphorylation (GO:0016310)	0	7	9	0	2	0	11	4	0	0	24	13	20	0	18	23	23	27	7	22
dephosphorylation (GO:0016311)	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acetyltransferase activity (GO:0016407)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
N-acyltransferase activity (GO:0016410)	0	0	0	0	0	0	1	0	0	0	6	0	5	0	3	5	0	6	1	6
tRNA (adenine-N1-)-methyltransferase activity (GO:0016429)	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0
pyrophosphatase activity (GO:0016462)	0	0	1	0	0	0	1	0	0	0	1	0	1	0	2	1	1	2	0	1
protein processing (GO:0016485)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1
oxidoreductase activity (GO:0016491)	17	90	59	0	5	3	64	23	11	12	112	42	113	4	91	119	98	125	22	121
histone modification (GO:0016570)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amino acid binding (GO:0016597)	0	0	0	0	0	0	0	0	0	0	9	0	3	0	9	9	3	9	9	9
oxidoreductase activity, acting on CH-OH group of donors (GO:0016614)	0	3	5	1	0	0	7	1	0	0	10	0	2	0	6	9	8	10	1	11
malate dehydrogenase activity (GO:0016615)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)	0	5	1	0	0	0	8	1	0	3	7	3	6	0	6	10	18	6	1	6
oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor (GO:0016620)	2	3	4	1	0	0	5	5	0	0	21	7	21	1	15	21	21	22	2	21
oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor (GO:0016624)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor (GO:0016625)	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	3	3	3	0	3
oxidoreductase activity, acting on the CH-CH group of donors (GO:0016627)	1	5	0	0	0	0	5	0	0	0	3	6	2	0	3	5	3	4	9	2
oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628)	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
oxidoreductase activity, acting on the CH-NH2 group of donors (GO:0016638)	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor (GO:0016639)	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	2	2	0	2
oxidoreductase activity, acting on NAD(P)H (GO:0016651)	0	1	1	0	0	0	3	5	0	0	11	3	11	0	10	11	10	11	0	14
oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor (GO:0016668)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671)	0	0	0	0	0	0	1	2	0	0	1	0	1	0	1	1	1	1	1	1
oxidoreductase activity, acting on peroxide as acceptor (GO:0016684)	0	0	0	0	0	0	0	1	1	0	1	0	2	0	1	1	0	1	0	1
oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705)	0	3	9	0	0	0	0	3	0	0	0	0	0	0	3	0	2	0	0	0
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen (GO:0016714)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
oxidoreductase activity, acting on metal ions (GO:0016722)	0	0	0	0	0	0	2	1	0	0	2	0	0	0	2	2	0	2	0	2
transferase activity (GO:0016740)	3	4	13	8	3	0	6	8	0	4	32	3	33	2	18	24	22	35	5	34
hydroxymethyl-, formyl- and related transferase activity (GO:0016742)	1	0	4	0	0	0	2	0	0	0	5	0	5	0	5	7	6	7	0	5
carboxyl- or carbamoyltransferase activity (GO:0016743)	0	0	0	0	0	0	0	0	0	0	12	0	4	0	10	12	3	12	10	12
acyltransferase activity (GO:0016746)	0	4	7	0	2	0	3	11	0	2	14	8	14	0	19	18	20	16	12	14
acyltransferase activity, transferring groups other than amino-acyl groups (GO:0016747)	0	1	0	0	1	0	1	5	0	4	11	6	11	0	10	11	10	11	1	11
aminoacyltransferase activity (GO:0016755)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
glycosyltransferase activity (GO:0016757)	0	1	1	1	0	0	5	3	0	1	14	3	17	0	14	19	16	15	5	16
hexosyltransferase activity (GO:0016758)	0	0	0	0	0	0	1	0	1	0	2	0	2	0	3	2	2	2	0	6
pentosyltransferase activity (GO:0016763)	0	0	4	0	0	0	4	4	0	0	7	0	7	0	10	7	7	7	0	7
transferase activity, transferring alkyl or aryl (other than methyl) groups (GO:0016765)	0	1	2	0	0	0	1	6	0	0	18	2	22	6	20	23	17	24	6	21
transferase activity, transferring phosphorus-containing groups (GO:0016772)	0	8	7	0	2	0	11	0	0	0	18	3	13	0	14	16	11	18	7	19
phosphotransferase activity, alcohol group as acceptor (GO:0016773)	0	1	1	1	0	0	0	0	0	0	2	0	1	0	1	5	3	4	0	4
phosphotransferase activity, carboxyl group as acceptor (GO:0016774)	0	0	3	0	0	0	0	4	0	0	12	11	12	0	9	12	13	13	2	13
nucleotidyltransferase activity (GO:0016779)	1	2	1	0	1	0	2	1	0	0	11	3	9	0	9	13	9	13	3	14
phosphotransferase activity, for other substituted phosphate groups (GO:0016780)	0	2	0	0	0	0	0	0	0	0	4	2	4	0	2	4	2	4	0	4
sulfurtransferase activity (GO:0016783)	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	1	1	0	1
hydrolase activity (GO:0016787)	0	7	12	1	2	1	17	14	0	2	44	20	47	1	44	45	40	46	15	46
hydrolase activity, acting on ester bonds (GO:0016788)	1	0	4	0	0	0	1	0	0	1	6	0	7	0	7	10	3	8	3	8
thiolester hydrolase activity (GO:0016790)	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1
