IPR	X210222Fox_D21.2140	X210222Fox_D21.2141	X210222Fox_D21.2142	X210222Fox_D21.2143	X210222Fox_D21.2144	X210222Fox_D21.2145	X210222Fox_D21.2146	X210222Fox_D21.2147	X210713Fox_D21.6682	X210713Fox_D21.6683	X210713Fox_D21.6684	X210713Fox_D21.6685	X210713Fox_D21.6686	X210713Fox_D21.6687	X210713Fox_D21.6688	X210713Fox_D21.6689	X210713Fox_D21.6690	X210713Fox_D21.6691	X210713Fox_D21.6692	X210713Fox_D21.6693	ENTRY_AC	ENTRY_TYPE	ENTRY_NAME
IPR026015	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2	IPR026015	Homologous_superfamily	F1F0 ATP synthase OSCP/delta subunit, N-terminal domain superfamily
IPR026017	0	0	0	0	0	0	2	0	0	0	4	2	4	0	4	6	4	4	0	4	IPR026017	Domain	Lumazine-binding domain
IPR026019	0	0	0	0	0	0	0	0	0	0	3	0	3	0	1	3	0	3	0	3	IPR026019	Family	Ribulose-phosphate 3-epimerase
IPR026037	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	1	2	1	2	IPR026037	Family	Phosphatidylglycerophosphatase A
IPR026046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	IPR026046	Family	UbiA prenyltransferase domain containing protein 1
IPR026247	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR026247	Family	Endothelial cell-specific chemotaxis regulator
IPR026253	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	2	1	0	1			
IPR026259	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	IPR026259	Family	Di-c-type haem protein, MauG/cytochrome c peroxidase
IPR026270	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR026270	Family	Signal recognition particle, SRP72 subunit
IPR026324	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	IPR026324	Family	Haem oxygenase, HugZ
IPR026331	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	IPR026331	Family	Integrating conjugative element protein PFL_4710
IPR026466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR026466	Domain	Fimbrial isopeptide formation D2 domain
IPR026564	0	0	0	0	0	0	0	2	0	0	1	0	3	0	2	2	2	2	0	3	IPR026564	Homologous_superfamily	Transcriptional regulator TACO1-like, domain 3
IPR026569	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR026569	Family	Ribosomal protein L28/L24
IPR026585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR026585	Family	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
IPR026586	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	IPR026586	Family	Type 2 tetrahydrodipicolinate N-succinyltransferase family
IPR026590	0	0	1	0	0	1	1	0	0	0	1	0	2	0	1	2	2	2	0	1	IPR026590	Domain	Sirtuin family, catalytic core domain
IPR026591	0	0	0	0	0	1	1	0	0	0	1	0	2	0	1	1	1	2	0	1	IPR026591	Homologous_superfamily	Sirtuin, catalytic core small domain superfamily
IPR026593	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR026593	Family	Protein translocase subunit SecY
IPR026596	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR026596	Family	Bifunctional enzyme IspD/IspF
IPR026683	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR026683	Domain	Serine/threonine-protein kinase TOR, catalytic domain
IPR026737	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	IPR026737	Family	Golgin subfamily A member 6-like
IPR026741	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR026741	Family	Protein strawberry notch
IPR026841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	IPR026841	Domain	Inositolphosphotransferase Aur1/Ipt1
IPR026864	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR026864	Domain	SH3b2-type SH3 domain
IPR026866	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	2	0	5	IPR026866	Domain	Protein CR006, P-loop domain
IPR026877	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	1	0	1	IPR026877	Domain	DXP reductoisomerase C-terminal domain
IPR026881	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	IPR026881	Domain	WYL domain
IPR026891	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR026891	Domain	Fibronectin type III-like domain
IPR026904	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	2	2	1	1	1	IPR026904	Domain	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG, C-terminal
IPR026906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	IPR026906	Repeat	BspA type Leucine rich repeat region
IPR026992	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR026992	Domain	Non-haem dioxygenase N-terminal domain
IPR026995	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR026995	Family	Astrotactin
IPR027017	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	IPR027017	Family	Uncharacterised peptidase with NlpC/P60 domain, YkfC type
IPR027031	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027031	Family	Glycyl-tRNA synthetase/DNA polymerase subunit gamma-2
IPR027057	0	0	0	0	0	0	0	1	0	0	2	1	2	0	2	2	1	2	0	2	IPR027057	Family	CAAX prenyl protease 1
IPR027065	0	1	1	0	0	0	1	0	0	0	2	2	3	0	4	1	1	1	1	1	IPR027065	Family	Lon protease
IPR027094	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	1	1	3	0	3	IPR027094	Family	Mitofusin family
IPR027110	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027110	Family	Pyruvate dehydrogenase E1 component subunit beta
IPR027256	0	2	0	0	0	0	0	0	0	0	7	3	4	0	6	7	0	8	0	8	IPR027256	Family	P-type ATPase, subfamily IB
IPR027266	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	IPR027266	Homologous_superfamily	GTP-binding protein TrmE/Aminomethyltransferase GcvT, domain 1
IPR027268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR027268	Homologous_superfamily	Peptidase M4/M1, CTD superfamily
IPR027271	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	IPR027271	Homologous_superfamily	Acetolactate synthase/Transcription factor NikR, C-terminal
IPR027275	0	1	0	0	0	0	0	0	0	0	1	0	2	0	2	2	0	1	1	1	IPR027275	Domain	PRC-barrel domain
IPR027277	0	0	0	0	0	0	0	1	0	0	2	1	1	0	2	2	2	2	0	2	IPR027277	Family	Nicotinate-nucleotide pyrophosphorylase/Putative pyrophosphorylase ModD
IPR027278	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	IPR027278	Family	1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase
IPR027303	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR027303	Conserved_site	Glutamine synthetase, glycine-rich site
IPR027304	0	0	0	0	0	0	1	2	0	0	4	1	4	0	4	4	3	4	1	4	IPR027304	Homologous_superfamily	Trigger factor/SurA domain superfamily
IPR027317	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
IPR027365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	IPR027365	Family	GNAT acetyltransferase YdfB-like
IPR027368	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	2	1	1	1	IPR027368	Homologous_superfamily	tRNA modification GTPase MnmE domain 2
IPR027372	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027372	Domain	Phytase-like domain
IPR027387	0	0	1	0	0	0	1	1	0	0	1	2	1	0	1	1	1	1	0	1	IPR027387	Homologous_superfamily	Cytochrome b/b6-like domain superfamily
IPR027394	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR027394	Domain	Cytochrome-c3 hydrogenase, C-terminal
IPR027396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	IPR027396	Homologous_superfamily	DsrEFH-like
IPR027408	0	1	0	0	0	0	1	1	0	0	2	3	2	0	3	4	3	2	2	2	IPR027408	Homologous_superfamily	PNPase/RNase PH domain superfamily
IPR027409	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	4	2	2	0	2	IPR027409	Homologous_superfamily	GroEL-like apical domain superfamily
IPR027410	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	IPR027410	Homologous_superfamily	TCP-1-like chaperonin intermediate domain superfamily
IPR027413	0	0	1	0	0	0	0	0	0	0	3	2	3	0	5	3	3	3	0	3	IPR027413	Homologous_superfamily	GroEL-like equatorial domain superfamily
IPR027417	19	61	102	12	8	2	112	93	10	13	305	90	324	21	339	353	283	291	109	308	IPR027417	Homologous_superfamily	P-loop containing nucleoside triphosphate hydrolase
IPR027437	0	0	0	0	0	0	1	0	0	0	2	1	1	0	1	1	1	1	0	1	IPR027437	Homologous_superfamily	30s ribosomal protein S13, C-terminal
IPR027443	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027443	Homologous_superfamily	Isopenicillin N synthase-like superfamily
IPR027463	0	4	0	0	2	0	4	5	0	0	12	2	11	0	13	12	12	12	11	12	IPR027463	Homologous_superfamily	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains
IPR027464	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027464	Homologous_superfamily	Ornithine decarboxylase, N-terminal
IPR027469	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027469	Homologous_superfamily	Cation efflux transmembrane domain superfamily
IPR027470	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027470	Domain	Cation efflux protein, cytoplasmic domain
IPR027471	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	IPR027471	Homologous_superfamily	YbeD-like domain superfamily
IPR027473	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	IPR027473	Homologous_superfamily	L-asparaginase, C-terminal
IPR027474	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR027474	Domain	L-asparaginase, N-terminal
IPR027475	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	IPR027475	Active_site	Asparaginase/glutaminase, active site 2
IPR027477	0	0	0	0	0	0	0	0	0	0	2	1	2	0	4	2	2	2	2	2	IPR027477	Homologous_superfamily	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain superfamily
IPR027486	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	2	3	2	0	2	IPR027486	Domain	Ribosomal protein S10 domain
IPR027491	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	IPR027491	Family	Ribosomal protein L31 type A
IPR027492	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	2	0	2	IPR027492	Family	Dual-specificity RNA methyltransferase RlmN
IPR027543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	IPR027543	Family	Lon protease, bacterial
IPR027546	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	2	IPR027546	Family	Sirtuin, class III
IPR027555	0	0	0	0	0	0	1	1	0	0	2	0	1	0	2	1	2	1	0	1	IPR027555	Family	tRNA (Mo5U34)-methyltransferase-like
IPR027574	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR027574	Family	Thiaminase II
IPR027587	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027587	Family	Conjugative transfer region protein TrbK
IPR027652	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027652	Family	Pre-mRNA-processing-splicing factor 8
IPR027787	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	IPR027787	Domain	Alpha/beta-hydrolase, catalytic domain
IPR027791	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027791	Domain	Galactosyltransferase, C-terminal
IPR027794	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027794	Domain	tRNase Z endonuclease
IPR027795	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	1	0	1	IPR027795	Domain	CASTOR,  ACT domain
IPR027828	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027828	Family	Protein of unknown function DUF4465
IPR027921	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR027921	Family	NOP protein chaperone 1
IPR028053	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR028053	Domain	Membrane insertase YidC, N-terminal
IPR028055	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	1	0	1	IPR028055	Domain	Membrane insertase YidC/Oxa/ALB, C-terminal
IPR028081	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	IPR028081	Domain	Leucine-binding protein domain
IPR028082	1	6	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	IPR028082	Homologous_superfamily	Periplasmic binding protein-like I
IPR028098	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	2	2	1	1	1	IPR028098	Domain	Glycosyltransferase subfamily 4-like, N-terminal domain
IPR028133	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR028133	Family	Dynamitin
IPR028261	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR028261	Domain	Dihydroprymidine dehydrogenase domain II
IPR028263	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	1	1	1	1	IPR028263	Domain	Flagellar motor switch protein FliG, N-terminal domain
IPR028299	1	0	0	0	0	0	1	1	0	0	2	1	1	0	0	2	0	2	0	2	IPR028299	Conserved_site	ClpA/B, conserved site 2
IPR028343	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	IPR028343	Family	Fructose-1,6-bisphosphatase
IPR028348	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR028348	Family	FAD dependent protein
IPR028350	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR028350	Family	DNA replication protein DnaC/insertion sequence putative ATP-binding protein
IPR028359	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR028359	Family	UDP-N-acetyl-D-mannosamine/glucosamine dehydrogenase
IPR028362	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	IPR028362	Family	Alginate O-acetyltransferase AlgI
IPR028364	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2	IPR028364	Family	Ribosomal protein L1/ribosomal biogenesis protein
IPR028427	0	0	0	0	0	0	1	2	0	0	1	0	1	0	1	1	1	1	1	1	IPR028427	Family	Peptide methionine sulfoxide reductase MsrB
IPR028612	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	IPR028612	Family	DNA topoisomerase I, type IA
IPR028614	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	2	0	2	IPR028614	Family	GDP-L-fucose synthase/GDP-L-colitose synthase
IPR028624	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR028624	Family	Transcription elongation factor GreA/GreB
IPR028630	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	IPR028630	Family	RNA polymerase sigma factor RpoD
IPR028896	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR028896	Family	Aminomethyltransferase-like
IPR028909	0	0	0	0	0	0	1	2	0	0	2	0	2	0	0	2	0	2	0	2	IPR028909	Family	Ribosomal protein L21-like
IPR028923	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR028923	Domain	SAICAR synthetase/ADE2, N-terminal
IPR028939	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	2	1	1	0	1	IPR028939	Domain	Pyrroline-5-carboxylate reductase, catalytic, N-terminal
IPR028973	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR028973	Domain	PhnB-like
IPR028976	0	2	0	0	0	0	0	0	0	0	4	2	4	0	4	4	6	4	0	4	IPR028976	Homologous_superfamily	CheC-like superfamily
IPR028978	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	IPR028978	Homologous_superfamily	Chorismate pyruvate-lyase/UbiC transcription regulator-associated domain superfamily
IPR028979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	IPR028979	Homologous_superfamily	HPr(Ser) kinase/phosphorylase-like, N-terminal domain superfamily
IPR028987	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	IPR028987	Homologous_superfamily	F-type ATP synthase subunit B-like, membrane domain superfamily
IPR028989	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	IPR028989	Domain	Ribosome maturation factor RimP, N-terminal
IPR028994	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	IPR028994	Homologous_superfamily	Integrin alpha, N-terminal
IPR028995	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	IPR028995	Homologous_superfamily	Glycoside hydrolase families 57/38, central domain superfamily
IPR028998	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	2	2	2	IPR028998	Domain	Ribosome maturation factor RimP, C-terminal
IPR029000	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	3	2	2	2	2	IPR029000	Homologous_superfamily	Cyclophilin-like domain superfamily
IPR029001	0	2	0	0	0	0	0	0	0	2	2	0	2	0	2	2	2	2	0	2	IPR029001	Homologous_superfamily	Inosine triphosphate pyrophosphatase-like
IPR029009	0	0	0	0	0	0	0	0	0	0	4	0	4	0	4	4	4	4	0	4	IPR029009	Homologous_superfamily	Allosteric substrate binding domain superfamily
IPR029013	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	1	IPR029013	Homologous_superfamily	HP0062-like domain superfamily
IPR029014	0	2	0	0	0	0	4	2	0	0	6	7	4	0	6	4	6	4	2	4	IPR029014	Homologous_superfamily	[NiFe]-hydrogenase, large subunit
IPR029016	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR029016	Homologous_superfamily	GAF-like domain superfamily
IPR029017	0	0	2	0	0	0	2	0	0	0	2	2	3	0	4	2	2	2	0	2	IPR029017	Homologous_superfamily	Enolase-like, N-terminal
IPR029018	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR029018	Homologous_superfamily	Beta-hexosaminidase-like, domain 2
IPR029020	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	IPR029020	Homologous_superfamily	Ammonium/urea transporter
IPR029021	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR029021	Homologous_superfamily	Protein-tyrosine phosphatase-like
IPR029023	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR029023	Domain	Tensin-type phosphatase domain
IPR029024	0	2	0	0	0	0	0	0	0	0	2	0	2	0	2	2	2	2	0	2	IPR029024	Homologous_superfamily	TerB-like
IPR029025	0	0	0	0	0	0	0	2	0	0	4	0	4	0	2	4	4	4	0	4	IPR029025	Homologous_superfamily	Type III secretion system substrate exporter, C-terminal
IPR029026	0	0	1	0	0	0	2	0	0	0	5	0	5	0	4	7	4	4	1	4	IPR029026	Homologous_superfamily	tRNA (guanine-N1-)-methyltransferase, N-terminal
IPR029028	0	0	1	0	0	0	2	0	0	0	5	1	5	0	4	7	4	4	1	4	IPR029028	Homologous_superfamily	Alpha/beta knot methyltransferases
IPR029032	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR029032	Homologous_superfamily	AhpD-like
IPR029033	0	2	0	0	0	0	2	0	2	0	0	0	0	2	2	0	2	0	0	0	IPR029033	Homologous_superfamily	Histidine phosphatase superfamily
IPR029035	0	0	2	0	1	1	1	0	0	0	1	0	3	0	2	2	2	3	1	1	IPR029035	Homologous_superfamily	DHS-like NAD/FAD-binding domain superfamily
IPR029036	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	IPR029036	Domain	Pyrroline-5-carboxylate reductase, dimerisation domain
IPR029039	0	0	4	0	0	0	4	4	0	0	4	2	4	0	4	4	6	4	2	4	IPR029039	Homologous_superfamily	Flavoprotein-like superfamily
IPR029041	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	2	1	1	1	IPR029041	Homologous_superfamily	FAD-linked oxidoreductase-like
IPR029043	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR029043	Homologous_superfamily	Glycine cleavage T-protein/YgfZ, C-terminal
IPR029044	0	20	3	0	0	0	6	6	0	0	26	5	33	0	27	35	28	30	15	29	IPR029044	Homologous_superfamily	Nucleotide-diphospho-sugar transferases
IPR029045	0	1	3	0	0	0	2	0	1	0	6	3	8	0	6	5	6	5	1	5	IPR029045	Homologous_superfamily	ClpP/crotonase-like domain superfamily
IPR029046	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	IPR029046	Homologous_superfamily	Lipoprotein localisation LolA/LolB/LppX
IPR029047	0	0	0	0	0	0	2	0	0	0	2	0	2	0	2	2	2	2	0	2	IPR029047	Homologous_superfamily	Heat shock protein 70kD, peptide-binding domain superfamily
IPR029048	0	0	1	0	0	0	0	0	0	0	2	0	2	0	2	2	0	2	0	2	IPR029048	Homologous_superfamily	Heat shock protein 70kD, C-terminal domain superfamily
IPR029052	0	2	2	0	0	2	5	2	4	0	6	2	4	0	6	6	8	6	4	6	IPR029052	Homologous_superfamily	Metallo-dependent phosphatase-like
IPR029053	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR029053	Homologous_superfamily	Viral coat protein subunit
IPR029054	0	0	1	0	0	0	1	1	0	0	2	1	2	0	1	2	1	2	0	2	IPR029054	Domain	dUTPase-like
IPR029055	2	6	0	0	0	0	3	2	0	0	8	2	9	0	5	5	8	7	4	5	IPR029055	Homologous_superfamily	Nucleophile aminohydrolases, N-terminal
IPR029056	0	6	5	4	0	2	8	4	0	0	10	4	10	0	16	14	10	12	4	8	IPR029056	Homologous_superfamily	Ribokinase-like
IPR029057	0	4	0	2	0	0	4	7	0	0	13	5	13	0	17	15	5	15	5	15	IPR029057	Homologous_superfamily	Phosphoribosyltransferase-like
IPR029058	3	10	16	2	2	0	4	0	0	0	3	0	2	1	4	14	0	5	3	4	IPR029058	Homologous_superfamily	Alpha/Beta hydrolase fold
IPR029060	0	0	0	0	0	0	0	1	0	0	2	1	2	0	2	2	3	2	1	2	IPR029060	Homologous_superfamily	PIN-like domain superfamily
IPR029061	1	3	5	0	0	0	1	5	0	1	8	4	11	2	12	12	10	9	7	9	IPR029061	Homologous_superfamily	Thiamin diphosphate-binding fold
IPR029062	0	0	2	0	0	0	2	2	0	0	10	4	12	2	10	14	10	14	3	8	IPR029062	Homologous_superfamily	Class I glutamine amidotransferase-like
IPR029063	0	12	4	2	0	0	22	17	0	0	71	9	52	1	54	57	50	56	21	59	IPR029063	Homologous_superfamily	S-adenosyl-L-methionine-dependent methyltransferase superfamily
IPR029064	0	0	2	0	0	0	2	0	0	0	0	0	2	0	0	1	0	2	0	2	IPR029064	Homologous_superfamily	50S ribosomal protein L30e-like
IPR029065	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR029065	Domain	Enolase C-terminal domain-like
IPR029066	0	4	4	0	0	0	2	8	0	0	10	4	10	0	14	12	18	10	8	10	IPR029066	Homologous_superfamily	PLP-binding barrel
IPR029068	0	6	3	0	0	0	4	0	2	0	0	0	0	0	0	5	0	0	0	0	IPR029068	Homologous_superfamily	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
IPR029069	0	2	1	0	0	0	2	2	0	0	3	2	4	0	4	5	4	4	1	4	IPR029069	Homologous_superfamily	HotDog domain superfamily
IPR029072	0	0	0	0	0	0	0	1	0	0	1	0	2	0	2	1	2	1	0	2	IPR029072	Homologous_superfamily	YebC-like
IPR029098	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR029098	Domain	UDP N-acetylglucosamine O-acyltransferase, C-terminal
IPR029099	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	0	1	IPR029099	Domain	Ribose-phosphate pyrophosphokinase, N-terminal domain
IPR029119	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	IPR029119	Domain	Adenine DNA glycosylase, C-terminal
IPR029128	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	IPR029128	Family	Restriction endonuclease ThaI
IPR029132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	IPR029132	Domain	Choloylglycine hydrolase/NAAA C-terminal
IPR029139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR029139	Domain	NADPH-dependent 7-cyano-7-deazaguanine reductase, N-terminal
IPR029144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	IPR029144	Domain	Threonine synthase, N-terminal
IPR029149	0	0	2	0	0	0	1	0	0	0	2	0	2	0	2	2	1	2	0	2	IPR029149	Homologous_superfamily	Creatinase/Aminopeptidase P/Spt16, N-terminal
IPR029151	0	1	0	1	0	0	0	1	0	0	1	1	1	0	2	2	1	1	0	1	IPR029151	Homologous_superfamily	Periplasmic sensor-like domain superfamily
IPR029154	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	IPR029154	Domain	3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain
IPR029228	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR029228	Domain	Alkyl sulfatase dimerisation domain
IPR029276	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	2	1	1	0	1	IPR029276	Domain	Plasminogen-binding protein  PgbA, N-terminal
IPR029285	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	2	0	3	IPR029285	Repeat	CagY type 1 repeat
IPR029303	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	IPR029303	Domain	Polysaccharide biosynthesis protein, C-terminal domain
IPR029351	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	2	1	1	1	IPR029351	Domain	GAD domain
IPR029460	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1	IPR029460	Domain	DNA polymerase, helix-hairpin-helix motif
