Species	Sample	HP	16s	metagenome
F2$Libanicoccus	F2	Hp-positive	0	0
F2$Liberibacter	F2	Hp-positive	0	0
F2$Lichenicola	F2	Hp-positive	0	0
F2$Ligilactobacillus	F2	Hp-positive	0	0
F2$Lignipirellula	F2	Hp-positive	0	0
F2$Limibaculum	F2	Hp-positive	0	0
F2$Limnobaculum	F2	Hp-positive	0	0
F2$Limnoglobus	F2	Hp-positive	0	0
F2$Limnohabitans	F2	Hp-positive	0	0
F2$Limosilactobacillus	F2	Hp-positive	0	0.288988737
F2$Liquorilactobacillus	F2	Hp-positive	0	0
F2$Listeria	F2	Hp-positive	0	0
F2$Loigolactobacillus	F2	Hp-positive	0	0
F2$Lonepinella	F2	Hp-positive	0	0
F2$Longicatena	F2	Hp-positive	0	0
F2$Luteibacter	F2	Hp-positive	0	0
F2$Luteimonas	F2	Hp-positive	0	0
F2$Luteithermobacter	F2	Hp-positive	0	0
F2$Luteolibacter	F2	Hp-positive	0	0
F2$Lutibacter	F2	Hp-positive	0	0
F2$Lysinibacillus	F2	Hp-positive	0	0
F2$Lysobacter	F2	Hp-positive	0	0
F2$Macellibacteroides	F2	Hp-positive	0	0
F2$Macrococcus	F2	Hp-positive	0	0
F2$Mahella	F2	Hp-positive	0	0
F2$Malaciobacter	F2	Hp-positive	0	0
F2$Mameliella	F2	Hp-positive	0	0.197937491
F2$Mammaliicoccus	F2	Hp-positive	0	0
F2$Mangrovivirga	F2	Hp-positive	0	0
F2$Mannheimia	F2	Hp-positive	0	0
F2$Maribacter	F2	Hp-positive	0	0
F2$Maribellus	F2	Hp-positive	0	0
F2$Marinicauda	F2	Hp-positive	0	0
F2$Marinifilum	F2	Hp-positive	0	0
F2$Mariniflexile	F2	Hp-positive	0	0
F2$Marinilactibacillus	F2	Hp-positive	0	0
F2$Marinobacter	F2	Hp-positive	0	0
F2$Marinomonas	F2	Hp-positive	0	0
F2$Marivirga	F2	Hp-positive	0	0
F2$Marmoricola	F2	Hp-positive	0	0
F2$Marvinbryantia	F2	Hp-positive	0	0
F2$Massilia	F2	Hp-positive	0.075820958	0.023752499
F2$Mediterraneibacter	F2	Hp-positive	0	0
F2$Megamonas	F2	Hp-positive	0	0
F2$Megasphaera	F2	Hp-positive	0	0
F2$Meiothermus	F2	Hp-positive	0	0
F2$Melioribacter	F2	Hp-positive	0	0
F2$Melissococcus	F2	Hp-positive	0	0
F2$Mesobacillus	F2	Hp-positive	0	0
F2$Mesoplasma	F2	Hp-positive	0	0
F2$Mesorhizobium	F2	Hp-positive	0.083664505	0.077195622
F2$Metabacillus	F2	Hp-positive	0	0
F2$Methylacidiphilum	F2	Hp-positive	0	0.035628748
F2$Methylibium_sp._Pch-M	F2	Hp-positive	0	0
F2$Methylobacterium	F2	Hp-positive	0	0
F2$Methylobacterium-Methylorubrum	F2	Hp-positive	0	0
F2$Methylococcus	F2	Hp-positive	0	0
F2$Methyloligella	F2	Hp-positive	0	0
F2$Methylomicrobium	F2	Hp-positive	0	0
F2$Methylomusa	F2	Hp-positive	0	0
F2$Methyloprofundus	F2	Hp-positive	0	0
F2$Methylorubrum	F2	Hp-positive	0	0
F2$Methyloversatilis	F2	Hp-positive	0	0
F2$Microbacterium	F2	Hp-positive	0	0
F2$Microbulbifer	F2	Hp-positive	0	0.033649374
F2$Microcella	F2	Hp-positive	0	0
F2$Microchaete_diplosiphon	F2	Hp-positive	0	0
F2$Micrococcus	F2	Hp-positive	0	0.46713248
F2$Microcoleus_sp._PCC_7113	F2	Hp-positive	0	0.019793749
F2$Microcystis_aeruginosa	F2	Hp-positive	0	0.051463748
F2$Microlunatus	F2	Hp-positive	0	0
F2$Micromonospora	F2	Hp-positive	0	0.031669999
F2$Microterricola	F2	Hp-positive	0	0
F2$Microvirga	F2	Hp-positive	0	0
F2$Miltoncostaea	F2	Hp-positive	0	0
F2$Minicystis_rosea	F2	Hp-positive	0	0
F2$Mitsuaria	F2	Hp-positive	0	0
F2$Mitsuaria_sp._7	F2	Hp-positive	0	0
F2$Mixta	F2	Hp-positive	0	0
F2$MND1	F2	Hp-positive	0	0
F2$Mogibacterium	F2	Hp-positive	0	0
F2$Monoglobus	F2	Hp-positive	0	0
F2$Moorea_producens	F2	Hp-positive	0	0
F2$Moraxella	F2	Hp-positive	0	0.148453119
F2$Morganella	F2	Hp-positive	0	0
F2$Moritella	F2	Hp-positive	0	0
F2$Mucilaginibacter	F2	Hp-positive	0	0.096989371
F2$Mucispirillum	F2	Hp-positive	0	0
F2$Muribaculum	F2	Hp-positive	0	0
F2$Muricauda	F2	Hp-positive	0	0
F2$Mycobacterium	F2	Hp-positive	0	0.041566873
F2$Mycobacteroides	F2	Hp-positive	0	0
F2$Mycolicibacillus	F2	Hp-positive	0	0
F2$Mycolicibacter	F2	Hp-positive	0	0
F2$Mycolicibacterium	F2	Hp-positive	0	0.047504998
F2$Mycoplasma	F2	Hp-positive	0	0
F2$Mycoplasmopsis	F2	Hp-positive	0	0
F2$Myroides	F2	Hp-positive	0	0
F2$Myxococcus	F2	Hp-positive	0	0
F2$Natranaerobius	F2	Hp-positive	0	0
F2$Natronoglycomyces	F2	Hp-positive	0	0.019793749
F2$Nautilia	F2	Hp-positive	0	0
F2$Ndongobacter	F2	Hp-positive	0	0
F2$Negativicoccus	F2	Hp-positive	0	0
F2$Neisseria	F2	Hp-positive	0	0
F2$Neobacillus	F2	Hp-positive	0	0
F2$Neochlamydia	F2	Hp-positive	0	0
F2$Neorhizobium	F2	Hp-positive	0	0
F2$Neptunomonas	F2	Hp-positive	0	0
F2$Niabella	F2	Hp-positive	0	0
F2$Niallia	F2	Hp-positive	0	0
F2$Niastella	F2	Hp-positive	0	0
F2$Nibribacter	F2	Hp-positive	0	0
F2$Nitratifractor	F2	Hp-positive	0	0
F2$Nitrosomonas	F2	Hp-positive	0	0.049484373
F2$Nitrosophilus	F2	Hp-positive	0	0
F2$Niveispirillum	F2	Hp-positive	0	0
F2$NK4A214_group	F2	Hp-positive	0	0
F2$Nocardia	F2	Hp-positive	0	0
F2$Nocardioides	F2	Hp-positive	0	0
F2$Nocardiopsis	F2	Hp-positive	0	0
F2$Nodularia_spumigena	F2	Hp-positive	0	0
F2$Nonlabens	F2	Hp-positive	0	0
F2$Nonomuraea	F2	Hp-positive	0	0.021773124
F2$Nosocomiicoccus	F2	Hp-positive	0	0
F2$Nostoc_edaphicum	F2	Hp-positive	0	0
F2$Nostoc_flagelliforme	F2	Hp-positive	0	0.043546248
F2$Nostoc_linckia	F2	Hp-positive	0	0
F2$Nostoc_PCC-7524	F2	Hp-positive	0	0
F2$Nostoc_punctiforme	F2	Hp-positive	0	0
F2$Nostoc_sp._ATCC_53789	F2	Hp-positive	0	0
F2$Nostoc_sp._C052	F2	Hp-positive	0	0
F2$Nostoc_sp._CENA543	F2	Hp-positive	0	0.126679994
F2$Nostoc_sp._'Lobaria_pulmonaria_(5183)_cyanobiont'	F2	Hp-positive	0	0
F2$Nostoc_sp._NIES-3756	F2	Hp-positive	0	0.318679361
F2$Nostoc_sp._NIES-4103	F2	Hp-positive	0	0
F2$Nostoc_sp._PCC_7107	F2	Hp-positive	0	0.025731874
F2$Nostoc_sp._PCC_7524	F2	Hp-positive	0	0
F2$Nostoc_sp._'Peltigera_membranacea_cyanobiont'_N6	F2	Hp-positive	0	0.043546248
F2$Nostoc_sp._TCL26-01	F2	Hp-positive	0	0
F2$Nostoc_sp._UHCC_0702	F2	Hp-positive	0	0
F2$Nostoc_sphaeroides	F2	Hp-positive	0	0
F2$Novosphingobium	F2	Hp-positive	0	0
F2$Novosphingopyxis	F2	Hp-positive	0	0
F2$Oceanicola	F2	Hp-positive	0	0
F2$Oceanihabitans	F2	Hp-positive	0	0
F2$Oceanisphaera	F2	Hp-positive	0	0
F2$Oceanivirga	F2	Hp-positive	0	0
F2$Oceanobacillus	F2	Hp-positive	0	0
F2$Ochrobactrum	F2	Hp-positive	0	0
F2$Octadecabacter	F2	Hp-positive	0	0
F2$Odoribacter	F2	Hp-positive	0	0
F2$Oenococcus	F2	Hp-positive	0	0
F2$Oleiphilus	F2	Hp-positive	0	0
F2$Olivibacter	F2	Hp-positive	0	0
F2$Olleya	F2	Hp-positive	0	0
F2$Olsenella	F2	Hp-positive	0	0
F2$OM27_clade	F2	Hp-positive	0	0
F2$Oribacterium	F2	Hp-positive	0	0
F2$Orientia	F2	Hp-positive	0	0
F2$Ornithinibacillus	F2	Hp-positive	0	0
F2$Ornithinimicrobium	F2	Hp-positive	0	0
F2$Ornithobacterium	F2	Hp-positive	0	0.065319372
F2$Orrella	F2	Hp-positive	0	0
F2$Oscillatoria_acuminata	F2	Hp-positive	0	0
F2$Oscillatoria_nigro-viridis	F2	Hp-positive	0	0
F2$Oscillibacter	F2	Hp-positive	0	0
F2$Oscillospira	F2	Hp-positive	0	0
F2$Otariodibacter	F2	Hp-positive	0	0
F2$Ottowia	F2	Hp-positive	0	0
F2$Oxobacter	F2	Hp-positive	0	0
F2$Oxynema_sp._AP17	F2	Hp-positive	0	0
F2$Paenibacillus	F2	Hp-positive	0	0.188040617
F2$Paeniclostridium	F2	Hp-positive	0	0
F2$Paenisporosarcina	F2	Hp-positive	0	0
F2$Paludibacter	F2	Hp-positive	0	0
F2$Paludibacterium	F2	Hp-positive	0	0
F2$Paludisphaera	F2	Hp-positive	0	0
F2$Panacibacter	F2	Hp-positive	0	0
F2$Pandoraea	F2	Hp-positive	0	0.025731874
F2$Pannonibacter	F2	Hp-positive	0	0
F2$Pantoea	F2	Hp-positive	0	0
F2$Parabacteroides	F2	Hp-positive	0	0
F2$Paraburkholderia	F2	Hp-positive	0	0.063339997
F2$Paraclostridium	F2	Hp-positive	0	0
F2$Paracoccus	F2	Hp-positive	0	0.037608123
F2$Paraflavitalea	F2	Hp-positive	0	0
F2$Parageobacillus	F2	Hp-positive	0	0.039587498
F2$Paraglaciecola	F2	Hp-positive	0	0
F2$Paraliobacillus	F2	Hp-positive	0	0
F2$Paraoceanicella	F2	Hp-positive	0	0
F2$Paraphotobacterium	F2	Hp-positive	0	0
F2$Paraprevotella	F2	Hp-positive	0	0
F2$Parashewanella	F2	Hp-positive	0	0
F2$Parasutterella	F2	Hp-positive	0	0
F2$Parvimonas	F2	Hp-positive	0	0
F2$Pasteurella	F2	Hp-positive	0	0.164288118
F2$Patulibacter	F2	Hp-positive	0	0
F2$Paucilactobacillus	F2	Hp-positive	0	0
F2$Pectinatus	F2	Hp-positive	0	0
F2$Pectobacterium	F2	Hp-positive	0	0
F2$Pediococcus	F2	Hp-positive	0	0
F2$Pedobacter	F2	Hp-positive	0	0
F2$Pedomicrobium	F2	Hp-positive	0	0
F2$Pelobacter	F2	Hp-positive	0	0.148453119
F2$Pelolinea	F2	Hp-positive	0	0
F2$Pelosinus	F2	Hp-positive	0	0
F2$Peptacetobacter	F2	Hp-positive	0	0
F2$Peptoclostridium	F2	Hp-positive	0	0
F2$Peptococcus	F2	Hp-positive	0	0
F2$Peptoniphilus	F2	Hp-positive	0.033988705	0
F2$Peptostreptococcus	F2	Hp-positive	0	0
F2$Peribacillus	F2	Hp-positive	0	0
F2$Persephonella	F2	Hp-positive	0	0
F2$Persicimonas	F2	Hp-positive	0	0
F2$Petrocella	F2	Hp-positive	0	0
F2$Petrotoga	F2	Hp-positive	0	0
F2$Phaeobacter	F2	Hp-positive	0	0.071257497
F2$Phascolarctobacterium	F2	Hp-positive	0	0.019793749
F2$Phenylobacterium	F2	Hp-positive	0	0
F2$Phnomibacter	F2	Hp-positive	0	0
F2$Phocaeicola	F2	Hp-positive	0	0.021773124
F2$Phocoenobacter	F2	Hp-positive	0.039217737	0
F2$Phormidium	F2	Hp-positive	0	0
F2$Photobacterium	F2	Hp-positive	0	0
F2$Photorhabdus	F2	Hp-positive	0	0
F2$Phreatobacter	F2	Hp-positive	0	0
F2$Phyllobacterium	F2	Hp-positive	0	0
F2$Phytobacter	F2	Hp-positive	0	0
F2$Phytohabitans	F2	Hp-positive	0	0
F2$Pir4_lineage	F2	Hp-positive	0	0
F2$Pirellula	F2	Hp-positive	0	0
F2$Pirellulimonas	F2	Hp-positive	0	0
F2$Piscirickettsia	F2	Hp-positive	0	0
F2$Planktothrix_rubescens	F2	Hp-positive	0	0
F2$Planococcus	F2	Hp-positive	0	0
F2$Planomicrobium	F2	Hp-positive	0	0
F2$Plantactinospora	F2	Hp-positive	0	0
F2$Plesiomonas	F2	Hp-positive	0	0
F2$Plesiomonas_shigelloides	F2	Hp-positive	0	0
F2$Pleurocapsa_sp._PCC_7327	F2	Hp-positive	0	0
F2$Pluralibacter	F2	Hp-positive	0	0
F2$Polaribacter	F2	Hp-positive	0	0.069278122
F2$Polaromonas	F2	Hp-positive	0	0
F2$Polycladomyces	F2	Hp-positive	0	0
F2$Polymorphobacter	F2	Hp-positive	0	0
F2$Polymorphospora	F2	Hp-positive	0	0
F2$Polynucleobacter	F2	Hp-positive	0	1.033233705
F2$Pontibacillus	F2	Hp-positive	0	0.019793749
F2$Pontibacter	F2	Hp-positive	0	0
F2$Pontivivens	F2	Hp-positive	0	0.019793749
F2$Porphyromonas	F2	Hp-positive	0	0
F2$Poseidonibacter	F2	Hp-positive	0	0
F2$Pradoshia	F2	Hp-positive	0	0
F2$Pragia	F2	Hp-positive	0	0
F2$Prevotella	F2	Hp-positive	1.600083665	0.203875616
F2$Prevotellaceae_Ga6A1_group	F2	Hp-positive	0	0
F2$Prevotellaceae_NK3B31_group	F2	Hp-positive	0	0
F2$Prevotellaceae_UCG-001	F2	Hp-positive	0	0
F2$Prevotellaceae_UCG-003	F2	Hp-positive	0	0
F2$Prevotellaceae_UCG-004	F2	Hp-positive	0	0
F2$Priestia	F2	Hp-positive	0	0.126679994
F2$Prochlorococcus_marinus	F2	Hp-positive	0	0.393895608
F2$Prochlorococcus_sp._MIT_0801	F2	Hp-positive	0	0
F2$Propionibacterium	F2	Hp-positive	0	0
F2$Propionivibrio	F2	Hp-positive	0	0
F2$Prosthecochloris	F2	Hp-positive	0	0.037608123
F2$Protaetiibacter	F2	Hp-positive	0	0.049484373
F2$Proteiniclasticum	F2	Hp-positive	0	0
F2$Proteiniphilum	F2	Hp-positive	0	0
F2$Proteus	F2	Hp-positive	0	0.057401872
F2$Providencia	F2	Hp-positive	0	0.029690624
F2$Pseudaminobacter	F2	Hp-positive	0	0
F2$Pseudanabaena_sp._ABRG5-3	F2	Hp-positive	0	0
F2$Pseudanabaena_sp._PCC_7367	F2	Hp-positive	0	0
F2$Pseudoalteromonas	F2	Hp-positive	0	0.085113121
F2$Pseudoarcobacter	F2	Hp-positive	0	0
F2$Pseudobacter	F2	Hp-positive	0	0
F2$Pseudobutyrivibrio	F2	Hp-positive	0	0
F2$Pseudoclostridium	F2	Hp-positive	0	0
F2$Pseudocnuella	F2	Hp-positive	0	0
F2$Pseudogracilibacillus	F2	Hp-positive	0	0
F2$Pseudoleptotrichia	F2	Hp-positive	0	0
F2$Pseudolysobacter	F2	Hp-positive	0	0
F2$Pseudomonas	F2	Hp-positive	0.256222548	0.855089963
F2$Pseudonocardia	F2	Hp-positive	0	0
F2$Pseudopedobacter	F2	Hp-positive	0	0
F2$Pseudorhodobacter	F2	Hp-positive	0	0
F2$Pseudorhodoplanes	F2	Hp-positive	0	0
F2$Pseudoxanthomonas	F2	Hp-positive	0	0
F2$Psychrobacillus	F2	Hp-positive	0	0
F2$Psychrobacter	F2	Hp-positive	0	0
F2$Psychroflexus	F2	Hp-positive	0	0
F2$Psychroglaciecola	F2	Hp-positive	0	0
F2$Psychromonas	F2	Hp-positive	0	0
F2$Psychroserpens	F2	Hp-positive	0	0
F2$Psychrosphaera	F2	Hp-positive	0	0
F2$Pyxidicoccus	F2	Hp-positive	0	0
F2$Quinella	F2	Hp-positive	0	0
F2$Radiobacillus	F2	Hp-positive	0	0
F2$Rahnella1	F2	Hp-positive	0	0
F2$Ralstonia	F2	Hp-positive	0.290211253	0.21773124
F2$Ramlibacter	F2	Hp-positive	0	0
F2$Rathayibacter	F2	Hp-positive	0	0
F2$Rheinheimera	F2	Hp-positive	0	0
F2$Rhizobacter	F2	Hp-positive	0	0
F2$Rhizobacter_gummiphilus	F2	Hp-positive	0	0
F2$Rhizobacter_sp._AJA081-3	F2	Hp-positive	0	0
F2$Rhizobium	F2	Hp-positive	0	0.065319372
F2$Rhizorhapis	F2	Hp-positive	0	0
F2$Rhodanobacter	F2	Hp-positive	0	0
F2$Rhodobaca	F2	Hp-positive	0	0
F2$Rhodobacter	F2	Hp-positive	0	0
F2$Rhodococcus	F2	Hp-positive	0	0.051463748
F2$Rhodocytophaga	F2	Hp-positive	0	0
F2$Rhodoferax	F2	Hp-positive	0	0.081154371
F2$Rhodoplanes	F2	Hp-positive	0	0
F2$Rhodopseudomonas	F2	Hp-positive	0	0.041566873
F2$Rhodovulum	F2	Hp-positive	0	0
F2$Richelia_sinica	F2	Hp-positive	0	0
F2$Rickettsia	F2	Hp-positive	0	0
F2$Rickettsiella	F2	Hp-positive	0	0.025731874
F2$Riemerella	F2	Hp-positive	0	0
F2$Rikenellaceae_RC9_gut_group	F2	Hp-positive	0	0
F2$Rippkaea_orientalis	F2	Hp-positive	0	0
F2$Rivularia_sp._PCC_7116	F2	Hp-positive	0	0
F2$Rodentibacter	F2	Hp-positive	0	0
F2$Romboutsia	F2	Hp-positive	0	0.075216247
F2$Roseburia	F2	Hp-positive	0	0
F2$Roseibacterium	F2	Hp-positive	0	0
F2$Roseiflexus	F2	Hp-positive	0	0
F2$Roseimaritima	F2	Hp-positive	0	0.051463748
F2$Roseimicrobium	F2	Hp-positive	0	0.031669999
F2$Roseivivax	F2	Hp-positive	0	0.067298747
F2$Roseobacter	F2	Hp-positive	0	0
F2$Roseomonas	F2	Hp-positive	0	0
F2$Roseovarius	F2	Hp-positive	0	0.023752499
F2$Rossellomorea	F2	Hp-positive	0	0
F2$Rothia	F2	Hp-positive	0	0.023752499
F2$Rubellimicrobium	F2	Hp-positive	0	0
F2$Rubripirellula	F2	Hp-positive	0	0
F2$Rubrivivax_gelatinosus	F2	Hp-positive	0	0
F2$Rubrobacter	F2	Hp-positive	0	0
F2$Ruegeria	F2	Hp-positive	0	0
F2$Rufibacter	F2	Hp-positive	0	0
F2$Ruminiclostridium	F2	Hp-positive	0	0
F2$Ruminobacter	F2	Hp-positive	0	0
F2$Ruminococcus	F2	Hp-positive	0	0
F2$Rummeliibacillus	F2	Hp-positive	0	0
F2$Runella	F2	Hp-positive	0	0.065319372
F2$Saccharibacillus	F2	Hp-positive	0	0.019793749
F2$Saccharimonas	F2	Hp-positive	0	0
F2$Saccharopolyspora	F2	Hp-positive	0	0
F2$Saccharothrix	F2	Hp-positive	0	0
F2$Salegentibacter	F2	Hp-positive	0	0
F2$Salimicrobium	F2	Hp-positive	0	0
F2$Salinibacter_ruber	F2	Hp-positive	0	0
F2$Salinispora	F2	Hp-positive	0	0.071257497
F2$Salinivibrio	F2	Hp-positive	0	0
F2$Salinivirga	F2	Hp-positive	0	0
F2$Salipiger	F2	Hp-positive	0	0
F2$Saliterribacillus	F2	Hp-positive	0	0
F2$Salmonella	F2	Hp-positive	0	0.445359356
F2$Sandaracinus	F2	Hp-positive	0	0
F2$Sarcina	F2	Hp-positive	0	0
F2$Savagea	F2	Hp-positive	0	0
F2$Schaalia	F2	Hp-positive	0	0
F2$Schlegelella	F2	Hp-positive	0	0
F2$Schnuerera	F2	Hp-positive	0	0
F2$Scytonema_sp._HK-05	F2	Hp-positive	0	0
F2$Scytonema_sp._NIES-4073	F2	Hp-positive	0	0
F2$Sebaldella	F2	Hp-positive	0	0
F2$secondary_endosymbiont_of_Heteropsylla_cubana	F2	Hp-positive	0	0
F2$Sedimentibacter	F2	Hp-positive	0	0
F2$Sediminibacillus	F2	Hp-positive	0	0
F2$Sediminibacterium	F2	Hp-positive	0	0
F2$Selenomonas	F2	Hp-positive	0	0
F2$Sellimonas	F2	Hp-positive	0	0
F2$Seonamhaeicola	F2	Hp-positive	0	0
F2$Serpentinicella	F2	Hp-positive	0	0
F2$Serratia	F2	Hp-positive	0	0
F2$Shewanella	F2	Hp-positive	0	0.027711249
F2$Shigella	F2	Hp-positive	0	0
F2$Shimwellia	F2	Hp-positive	0	0
F2$Shinella	F2	Hp-positive	0	0
F2$Siansivirga	F2	Hp-positive	0	0
F2$Sideroxydans	F2	Hp-positive	0	0
F2$Silvanigrella	F2	Hp-positive	0	0
F2$Simkania	F2	Hp-positive	0	0
F2$Simonsiella	F2	Hp-positive	0	0
F2$Simplicispira	F2	Hp-positive	0	0
F2$Sinorhizobium	F2	Hp-positive	0	0
F2$Skermanella	F2	Hp-positive	0	0
F2$Sneathia	F2	Hp-positive	0	0
F2$Snodgrassella	F2	Hp-positive	0	0
F2$Sodaliphilus	F2	Hp-positive	0	0
F2$Sodalis	F2	Hp-positive	0	0
F2$Solibacillus	F2	Hp-positive	0	0
F2$Solimonas	F2	Hp-positive	0	0
F2$Solitalea	F2	Hp-positive	0	0
F2$Sorangium	F2	Hp-positive	0	0.063339997
F2$Spartinivicinus	F2	Hp-positive	0	0
F2$Sphaerochaeta	F2	Hp-positive	0	0
F2$Sphaerospermopsis_kisseleviana	F2	Hp-positive	0	0
F2$Sphaerotilus_natans	F2	Hp-positive	0	0
F2$Sphingobacterium	F2	Hp-positive	0	0
F2$Sphingobium	F2	Hp-positive	0.088893537	0
F2$Sphingomonas	F2	Hp-positive	0.117653211	0
F2$Sphingopyxis	F2	Hp-positive	0	0
F2$Sphingorhabdus	F2	Hp-positive	0	0
F2$Sphingosinicella	F2	Hp-positive	0	0
F2$Spirochaeta	F2	Hp-positive	0	0.037608123
F2$Spiroplasma	F2	Hp-positive	0	0
F2$Spirosoma	F2	Hp-positive	0	0.083133746
F2$Sporolactobacillus	F2	Hp-positive	0	0
F2$Sporosarcina	F2	Hp-positive	0	0
F2$Stanieria_cyanosphaera	F2	Hp-positive	0	0
F2$Stanieria_sp._NIES-3757	F2	Hp-positive	0	0
F2$Staphylococcus	F2	Hp-positive	0.274524158	16.13586429
F2$Staphylospora	F2	Hp-positive	0	0
F2$Stappia	F2	Hp-positive	0	0
F2$Stenotrophomonas	F2	Hp-positive	0	0.12470062
F2$Steroidobacter	F2	Hp-positive	0	0
F2$Stieleria	F2	Hp-positive	0	0
F2$Stigmatella	F2	Hp-positive	0	0
F2$Stomatobaculum	F2	Hp-positive	0	0
F2$Streptacidiphilus	F2	Hp-positive	0	0
F2$Streptobacillus	F2	Hp-positive	0	0
F2$Streptococcus	F2	Hp-positive	0.115038695	2.349518022
F2$Streptomonospora	F2	Hp-positive	0	0
F2$Streptomyces	F2	Hp-positive	0	0.855089963
F2$Streptosporangium	F2	Hp-positive	0	0
F2$Subdoligranulum	F2	Hp-positive	0	0
F2$Succinatimonas	F2	Hp-positive	0	0
F2$Succiniclasticum	F2	Hp-positive	0	0
F2$Succinivibrio	F2	Hp-positive	0	0
F2$Suicoccus	F2	Hp-positive	0	0.033649374
F2$Sulfitobacter	F2	Hp-positive	0	0
F2$Sulfurihydrogenibium	F2	Hp-positive	0	0
F2$Sulfurimonas	F2	Hp-positive	0.135954821	0
F2$Sulfurospirillum	F2	Hp-positive	0	0
F2$Sulfurovum	F2	Hp-positive	0.128111274	0
F2$Sumerlaea	F2	Hp-positive	0	0
F2$Sutcliffiella	F2	Hp-positive	0	0
F2$Sutterella	F2	Hp-positive	0	0
F2$Sva0996_marine_group	F2	Hp-positive	0	0
F2$SWB02	F2	Hp-positive	0	0
F2$Synechococcus_elongatus	F2	Hp-positive	0	0
F2$Synechococcus_sp._BIOS-E4-1	F2	Hp-positive	0	0
F2$Synechococcus_sp._Minos11	F2	Hp-positive	0	0
F2$Synechococcus_sp._NIES-970	F2	Hp-positive	0	0
F2$Synechococcus_sp._PCC_7002	F2	Hp-positive	0	0.055422498
F2$Synechococcus_sp._PCC_7003	F2	Hp-positive	0	0.031669999
F2$Synechococcus_sp._PROS-U-1	F2	Hp-positive	0	0
F2$Synechococcus_sp._RS9909	F2	Hp-positive	0	0
F2$Synechococcus_sp._WH_8109	F2	Hp-positive	0	0
F2$Syntrophobacter	F2	Hp-positive	0	0
F2$Taibaiella	F2	Hp-positive	0	0
F2$Tamlana	F2	Hp-positive	0	0
F2$Tannerella	F2	Hp-positive	0	0
F2$Tenacibaculum	F2	Hp-positive	0	0.023752499
F2$Tenuibacillus	F2	Hp-positive	0	0
F2$Tenuifilum	F2	Hp-positive	0	0
F2$Tepidanaerobacter	F2	Hp-positive	0	0
F2$Tepidimicrobium	F2	Hp-positive	0	0
F2$Tepidimonas	F2	Hp-positive	0	0
F2$Tepiditoga	F2	Hp-positive	0	0.045525623
F2$Terasakiella	F2	Hp-positive	0	0
F2$Tetragenococcus	F2	Hp-positive	0	0
F2$Thalassospira	F2	Hp-positive	0	0
F2$Thalassotalea	F2	Hp-positive	0	0
F2$Thermaerobacter	F2	Hp-positive	0	0
F2$Thermanaeromonas	F2	Hp-positive	0	0
F2$Thermoanaerobacter	F2	Hp-positive	0	0
F2$Thermoanaerobacterium	F2	Hp-positive	0	0
F2$Thermoanaerosceptrum	F2	Hp-positive	0	0
F2$Thermobispora	F2	Hp-positive	0	0
F2$Thermoclostridium	F2	Hp-positive	0	0
F2$Thermodesulfatator	F2	Hp-positive	0	0
F2$Thermodesulfobacterium	F2	Hp-positive	0	0
F2$Thermodesulfobium	F2	Hp-positive	0	0
F2$Thermodesulfovibrio	F2	Hp-positive	0	0
F2$Thermoleptolyngbya_sp._PKUAC-SCTB121	F2	Hp-positive	0	0.073236872
F2$Thermomonas	F2	Hp-positive	0	0.021773124
F2$Thermomonospora	F2	Hp-positive	0	0
F2$Thermosipho	F2	Hp-positive	0	0
F2$Thermosynechococcus_elongatus	F2	Hp-positive	0	0.071257497
F2$Thermotoga	F2	Hp-positive	0	1.726014924
F2$Thermotomaculum	F2	Hp-positive	0	0
F2$Thermus	F2	Hp-positive	0	0
F2$Thioclava	F2	Hp-positive	0	0
F2$Thiomicrorhabdus	F2	Hp-positive	0	0
F2$Thiomonas_intermedia	F2	Hp-positive	0	0
F2$Thiospirochaeta	F2	Hp-positive	0	0
F2$Thiosulfativibrio	F2	Hp-positive	0	0
F2$Thiothrix	F2	Hp-positive	0	0
F2$Thorsellia	F2	Hp-positive	0	0
F2$Tissierella	F2	Hp-positive	0	0.019793749
F2$Tistrella	F2	Hp-positive	0	0
F2$Tolypothrix_sp._PCC_7910	F2	Hp-positive	0	0
F2$Treponema	F2	Hp-positive	0	0.033649374
F2$Trichococcus	F2	Hp-positive	0	0
F2$Trichodesmium_erythraeum	F2	Hp-positive	0	0.039587498
F2$Trichormus_azollae	F2	Hp-positive	0	0
F2$Turicella	F2	Hp-positive	0	0
F2$Turicibacter	F2	Hp-positive	0	0
F2$Turicimonas	F2	Hp-positive	0	0
F2$Tuwongella	F2	Hp-positive	0	0
F2$Tyzzerella	F2	Hp-positive	0	0
F2$UCG-002	F2	Hp-positive	0	0
F2$UCG-003	F2	Hp-positive	0	0
F2$UCG-004	F2	Hp-positive	0	0
F2$UCG-005	F2	Hp-positive	0	0
F2$Undibacterium	F2	Hp-positive	0	0.047504998
F2$Urbifossiella	F2	Hp-positive	0	0
F2$Ureaplasma	F2	Hp-positive	0	0
F2$Urechidicola	F2	Hp-positive	0	0
F2$Ureibacillus	F2	Hp-positive	0	0
F2$V9D2013_group	F2	Hp-positive	0	0
F2$Vagococcus	F2	Hp-positive	0	0
F2$Vallitalea	F2	Hp-positive	0	0.023752499
F2$Variovorax	F2	Hp-positive	0	0.098968746
F2$Veillonella	F2	Hp-positive	0	0.031669999
F2$Verminephrobacter	F2	Hp-positive	0	0
